from,to,m,km,miles,seconds,minutes,hours
"Port Washington, Ozaukee County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,245283,245.283,152.41885620000002,9626,160.43333333333334,2.673888888888889
"Pepin County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,195672,195.672,121.59058080000001,8483,141.38333333333333,2.356388888888889
"Pierce County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,235393,235.393,146.2732102,10139,168.98333333333332,2.816388888888889
"Polk County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,286235,286.235,177.866429,11189,186.48333333333332,3.1080555555555556
"Portage County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,36540,36.54,22.705956,1942,32.36666666666667,0.5394444444444444
"Price County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,202848,202.848,126.04974720000001,8589,143.15,2.3858333333333333
"Racine, Racine County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,322672,322.672,200.5083808,11578,192.96666666666667,3.216111111111111
"Richland County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,144468,144.468,89.77241520000001,6905,115.08333333333333,1.9180555555555556
"Rock County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,233780,233.78,145.270892,8230,137.16666666666666,2.286111111111111
"Rusk County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,235022,235.022,146.0426708,9392,156.53333333333333,2.608888888888889
"St. Croix County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,250202,250.202,155.47552280000002,9619,160.31666666666666,2.6719444444444442
"Sauk County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,133222,133.222,82.7841508,5842,97.36666666666666,1.6227777777777779
"Sawyer County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,271421,271.421,168.6610094,10864,181.06666666666666,3.017777777777778
"Shawano County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,136054,136.054,84.5439556,5589,93.15,1.5525
"Sheboygan, Sheboygan County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,233554,233.554,145.1304556,8882,148.03333333333333,2.4672222222222224
"Taylor County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,138368,138.368,85.9818752,6512,108.53333333333333,1.808888888888889
"Trempealeau County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,147770,147.77,91.824278,6426,107.1,1.785
"Vernon County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,160883,160.883,99.9726962,7302,121.7,2.0283333333333333
"Vilas County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,218077,218.077,135.5130478,8647,144.11666666666667,2.4019444444444447
"Walworth County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,267152,267.152,166.0082528,9571,159.51666666666668,2.658611111111111
"Washburn County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,308483,308.483,191.69133620000002,11402,190.03333333333333,3.167222222222222
"Washington County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,217805,217.805,135.344027,7991,133.18333333333334,2.2197222222222224
"Waukesha County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,256145,256.145,159.16850300000002,8828,147.13333333333333,2.4522222222222223
"Waupaca County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,76506,76.506,47.5408284,3605,60.083333333333336,1.0013888888888889
"Waushara County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,65929,65.929,40.9682806,3062,51.03333333333333,0.8505555555555555
"Winnebago County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,117024,117.024,72.7187136,5364,89.4,1.49
"Wood County, Wisconsin",Planned Parenthood - Wisconsin Rapids Health Center,28645,28.645,17.800003,1531,25.516666666666666,0.42527777777777775
"Adams County, Wisconsin",Planned Parenthood - Sheboygan Health Center,205964,205.964,127.98602960000001,8719,145.31666666666666,2.4219444444444442
"Ashland, Ashland County, Wisconsin",Planned Parenthood - Sheboygan Health Center,517308,517.308,321.4551912,18692,311.53333333333336,5.192222222222222
"Barron County, Wisconsin",Planned Parenthood - Sheboygan Health Center,474501,474.501,294.8549214,15597,259.95,4.3325
"Bayfield County, Wisconsin",Planned Parenthood - Sheboygan Health Center,548187,548.187,340.6434018,20345,339.0833333333333,5.651388888888889
"Brown County, Wisconsin",Planned Parenthood - Sheboygan Health Center,94621,94.621,58.7974894,3395,56.583333333333336,0.9430555555555555
"Buffalo County, Wisconsin",Planned Parenthood - Sheboygan Health Center,414295,414.295,257.44291300000003,15773,262.8833333333333,4.381388888888889
"Burnett County, Wisconsin",Planned Parenthood - Sheboygan Health Center,553447,553.447,343.9119658,18714,311.9,5.198333333333333
"Calumet County, Wisconsin",Planned Parenthood - Sheboygan Health Center,77222,77.222,47.985750800000005,3926,65.43333333333334,1.0905555555555555
"Chippewa County, Wisconsin",Planned Parenthood - Sheboygan Health Center,404430,404.43,251.312802,13804,230.06666666666666,3.8344444444444443
"Clark County, Wisconsin",Planned Parenthood - Sheboygan Health Center,356822,356.822,221.72919080000003,12186,203.1,3.385
"Columbia County, Wisconsin",Planned Parenthood - Sheboygan Health Center,170953,170.953,106.2301942,6484,108.06666666666666,1.801111111111111
"Crawford County, Wisconsin",Planned Parenthood - Sheboygan Health Center,306030,306.03,190.167042,12741,212.35,3.5391666666666666
"Dane County, Wisconsin",Planned Parenthood - Sheboygan Health Center,205153,205.153,127.48207420000001,7762,129.36666666666667,2.156111111111111
"Dodge County, Wisconsin",Planned Parenthood - Sheboygan Health Center,120754,120.754,75.03653560000001,4970,82.83333333333333,1.3805555555555555
"Door County, Wisconsin",Planned Parenthood - Sheboygan Health Center,169112,169.112,105.08619680000001,5844,97.4,1.6233333333333333
"Douglas County, Wisconsin",Planned Parenthood - Sheboygan Health Center,589876,589.876,366.54894640000003,19670,327.8333333333333,5.463888888888889
"Dunn County, Wisconsin",Planned Parenthood - Sheboygan Health Center,446537,446.537,277.4780918,14780,246.33333333333334,4.105555555555555
"Eau Claire County, Wisconsin",Planned Parenthood - Sheboygan Health Center,407249,407.249,253.06452860000002,13821,230.35,3.839166666666667
"Florence County, Wisconsin",Planned Parenthood - Sheboygan Health Center,281481,281.481,174.9122934,10723,178.71666666666667,2.9786111111111113
"Fond du Lac County, Wisconsin",Planned Parenthood - Sheboygan Health Center,48163,48.163,29.9284882,2311,38.516666666666666,0.6419444444444444
"Forest County, Wisconsin",Planned Parenthood - Sheboygan Health Center,288444,288.444,179.2391016,10586,176.43333333333334,2.9405555555555556
"Grant County, Wisconsin",Planned Parenthood - Sheboygan Health Center,308677,308.677,191.81188780000002,11677,194.61666666666667,3.243611111111111
"Green County, Wisconsin",Planned Parenthood - Sheboygan Health Center,262230,262.23,162.949722,9666,161.1,2.685
"Green Lake County, Wisconsin",Planned Parenthood - Sheboygan Health Center,127232,127.232,79.0619648,5505,91.75,1.5291666666666666
"Iowa County, Wisconsin",Planned Parenthood - Sheboygan Health Center,257288,257.288,159.8787632,9435,157.25,2.620833333333333
"Iron County, Wisconsin",Planned Parenthood - Sheboygan Health Center,446056,446.056,277.1791984,16394,273.23333333333335,4.553888888888889
"Jackson County, Wisconsin",Planned Parenthood - Sheboygan Health Center,320098,320.098,198.9088972,12022,200.36666666666667,3.3394444444444447
"Jefferson County, Wisconsin",Planned Parenthood - Sheboygan Health Center,154040,154.04,95.720456,5484,91.4,1.5233333333333334
"Juneau County, Wisconsin",Planned Parenthood - Sheboygan Health Center,235745,235.745,146.49194300000002,9335,155.58333333333334,2.5930555555555554
"Kenosha, Kenosha County, Wisconsin",Planned Parenthood - Sheboygan Health Center,146903,146.903,91.28552420000001,5590,93.16666666666667,1.5527777777777778
"Kewaunee, Kewaunee County, Wisconsin",Planned Parenthood - Sheboygan Health Center,105028,105.028,65.2643992,4163,69.38333333333334,1.156388888888889
"La Crosse County, Wisconsin",Planned Parenthood - Sheboygan Health Center,326153,326.153,202.6714742,12176,202.93333333333334,3.382222222222222
"Lafayette County, Wisconsin",Planned Parenthood - Sheboygan Health Center,302756,302.756,188.1325784,11268,187.8,3.13
"Langlade County, Wisconsin",Planned Parenthood - Sheboygan Health Center,245963,245.963,152.84140820000002,8905,148.41666666666666,2.473611111111111
"Lincoln County, Wisconsin",Planned Parenthood - Sheboygan Health Center,315578,315.578,196.1001692,10737,178.95,2.9825
"Manitowoc, Manitowoc County, Wisconsin",Planned Parenthood - Sheboygan Health Center,49376,49.376,30.6822464,2175,36.25,0.6041666666666666
"Marathon County, Wisconsin",Planned Parenthood - Sheboygan Health Center,275248,275.248,171.03910720000002,9296,154.93333333333334,2.582222222222222
"Marinette County, Wisconsin",Planned Parenthood - Sheboygan Health Center,208791,208.791,129.7427274,7539,125.65,2.0941666666666667
"Marquette County, Wisconsin",Planned Parenthood - Sheboygan Health Center,154118,154.118,95.7689252,6623,110.38333333333334,1.8397222222222223
"Menominee County, Wisconsin",Planned Parenthood - Sheboygan Health Center,179892,179.892,111.7848888,6462,107.7,1.795
"Milwaukee County, Wisconsin",Planned Parenthood - Sheboygan Health Center,87845,87.845,54.586883,3207,53.45,0.8908333333333334
"Monroe County, Wisconsin",Planned Parenthood - Sheboygan Health Center,292389,292.389,181.6905246,11316,188.6,3.1433333333333335
"Oconto County, Wisconsin",Planned Parenthood - Sheboygan Health Center,146912,146.912,91.29111680000001,5025,83.75,1.3958333333333333
"Oneida County, Wisconsin",Planned Parenthood - Sheboygan Health Center,327194,327.194,203.3183516,11839,197.31666666666666,3.288611111111111
"Outagamie County, Wisconsin",Planned Parenthood - Sheboygan Health Center,136699,136.699,84.9447586,5070,84.5,1.4083333333333334
"Port Washington, Ozaukee County, Wisconsin",Planned Parenthood - Sheboygan Health Center,43076,43.076,26.7674264,1823,30.383333333333333,0.5063888888888889
"Pepin County, Wisconsin",Planned Parenthood - Sheboygan Health Center,429056,429.056,266.6153984,16231,270.51666666666665,4.508611111111111
"Pierce County, Wisconsin",Planned Parenthood - Sheboygan Health Center,506173,506.173,314.5359022,16876,281.26666666666665,4.687777777777778
"Polk County, Wisconsin",Planned Parenthood - Sheboygan Health Center,516821,516.821,321.1525694,17547,292.45,4.8741666666666665
"Portage County, Wisconsin",Planned Parenthood - Sheboygan Health Center,203931,203.931,126.7227234,7428,123.8,2.0633333333333335
"Price County, Wisconsin",Planned Parenthood - Sheboygan Health Center,404689,404.689,251.4737446,14180,236.33333333333334,3.938888888888889
"Racine, Racine County, Wisconsin",Planned Parenthood - Sheboygan Health Center,132631,132.631,82.41690340000001,5313,88.55,1.4758333333333333
"Richland County, Wisconsin",Planned Parenthood - Sheboygan Health Center,257518,257.518,160.0216852,10889,181.48333333333332,3.024722222222222
"Rock County, Wisconsin",Planned Parenthood - Sheboygan Health Center,216848,216.848,134.74934720000002,7560,126,2.1
"Rusk County, Wisconsin",Planned Parenthood - Sheboygan Health Center,440017,440.017,273.4265638,15267,254.45,4.240833333333334
"St. Croix County, Wisconsin",Planned Parenthood - Sheboygan Health Center,493555,493.555,306.695077,16482,274.7,4.578333333333333
"Sauk County, Wisconsin",Planned Parenthood - Sheboygan Health Center,209205,209.205,129.999987,9096,151.6,2.526666666666667
"Sawyer County, Wisconsin",Planned Parenthood - Sheboygan Health Center,476416,476.416,296.0449024,16739,278.98333333333335,4.6497222222222225
"Shawano County, Wisconsin",Planned Parenthood - Sheboygan Health Center,175075,175.075,108.791605,5950,99.16666666666667,1.6527777777777777
"Sheboygan, Sheboygan County, Wisconsin",Planned Parenthood - Sheboygan Health Center,3895,3.895,2.420353,381,6.35,0.10583333333333333
"Taylor County, Wisconsin",Planned Parenthood - Sheboygan Health Center,359967,359.967,223.6834938,12416,206.93333333333334,3.448888888888889
"Trempealeau County, Wisconsin",Planned Parenthood - Sheboygan Health Center,370704,370.704,230.3554656,14054,234.23333333333332,3.903888888888889
"Vernon County, Wisconsin",Planned Parenthood - Sheboygan Health Center,288781,288.781,179.4485134,12627,210.45,3.5075
"Vilas County, Wisconsin",Planned Parenthood - Sheboygan Health Center,355878,355.878,221.1425892,13858,230.96666666666667,3.8494444444444444
"Walworth County, Wisconsin",Planned Parenthood - Sheboygan Health Center,167256,167.256,103.9328784,5963,99.38333333333334,1.656388888888889
"Washburn County, Wisconsin",Planned Parenthood - Sheboygan Health Center,539068,539.068,334.97685520000005,17760,296,4.933333333333334
"Washington County, Wisconsin",Planned Parenthood - Sheboygan Health Center,71068,71.068,44.161655200000006,3315,55.25,0.9208333333333333
"Waukesha County, Wisconsin",Planned Parenthood - Sheboygan Health Center,123403,123.403,76.6826242,4586,76.43333333333334,1.2738888888888888
"Waupaca County, Wisconsin",Planned Parenthood - Sheboygan Health Center,179025,179.025,111.24613500000001,6873,114.55,1.9091666666666667
"Waushara County, Wisconsin",Planned Parenthood - Sheboygan Health Center,164463,164.463,102.19730820000001,6937,115.61666666666666,1.9269444444444443
"Winnebago County, Wisconsin",Planned Parenthood - Sheboygan Health Center,111681,111.681,69.3985734,4536,75.6,1.26
"Wood County, Wisconsin",Planned Parenthood - Sheboygan Health Center,257512,257.512,160.0179568,9937,165.61666666666667,2.7602777777777776
"Adams County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,244526,244.526,151.9484564,8130,135.5,2.2583333333333333
"Ashland, Ashland County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,555839,555.839,345.3983546,20104,335.06666666666666,5.584444444444444
"Barron County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,472673,472.673,293.71900220000003,15319,255.31666666666666,4.255277777777778
"Bayfield County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,586718,586.718,364.5865652,21757,362.6166666666667,6.043611111111111
"Brown County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,175446,175.446,109.0221444,5975,99.58333333333333,1.6597222222222223
"Buffalo County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,409698,409.698,254.5863372,14152,235.86666666666667,3.931111111111111
"Burnett County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,551619,551.619,342.77604660000003,18436,307.26666666666665,5.121111111111111
"Calumet County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,155278,155.278,96.4897492,5911,98.51666666666667,1.6419444444444444
"Chippewa County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,429307,429.307,266.7713698,14267,237.78333333333333,3.9630555555555556
"Clark County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,386327,386.327,240.06359780000003,13252,220.86666666666667,3.681111111111111
"Columbia County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,147404,147.404,91.59684560000001,5168,86.13333333333334,1.4355555555555555
"Crawford County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,258253,258.253,160.4784142,10459,174.31666666666666,2.9052777777777776
"Dane County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,142445,142.445,88.51532300000001,5238,87.3,1.455
"Dodge County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,108938,108.938,67.6940732,3964,66.06666666666666,1.1011111111111112
"Door County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,249936,249.936,155.3102304,8423,140.38333333333333,2.339722222222222
"Douglas County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,588048,588.048,365.41302720000004,19393,323.21666666666664,5.3869444444444445
"Dunn County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,431941,431.941,268.4081374,13997,233.28333333333333,3.8880555555555554
"Eau Claire County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,383315,383.315,238.191941,12673,211.21666666666667,3.520277777777778
"Florence County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,362305,362.305,225.13632700000002,13303,221.71666666666667,3.6952777777777777
"Fond du Lac County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,92841,92.841,57.6913974,3711,61.85,1.0308333333333333
"Forest County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,369268,369.268,229.4631352,13166,219.43333333333334,3.6572222222222224
"Grant County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,245970,245.97,152.84575800000002,9153,152.55,2.5425
"Green County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,174052,174.052,108.15591280000001,6733,112.21666666666667,1.8702777777777777
"Green Lake County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,160305,160.305,99.613527,6243,104.05,1.7341666666666666
"Iowa County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,194581,194.581,120.9126334,6911,115.18333333333334,1.9197222222222223
"Iron County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,484587,484.587,301.1223618,17806,296.76666666666665,4.946111111111111
"Jackson County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,315501,315.501,196.0523214,10402,173.36666666666667,2.8894444444444445
"Jefferson County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,67356,67.356,41.8550184,2590,43.166666666666664,0.7194444444444444
"Juneau County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,231149,231.149,143.63598860000002,7714,128.56666666666666,2.142777777777778
"Kenosha, Kenosha County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,63505,63.505,39.462007,2824,47.06666666666667,0.7844444444444445
"Kewaunee, Kewaunee County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,185852,185.852,115.48843280000001,6742,112.36666666666666,1.8727777777777779
"La Crosse County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,321557,321.557,199.8155198,10555,175.91666666666666,2.9319444444444445
"Lafayette County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,214578,214.578,133.3387692,8336,138.93333333333334,2.3155555555555556
"Langlade County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,294404,294.404,182.94264560000002,11208,186.8,3.1133333333333333
"Lincoln County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,354109,354.109,220.0433326,12149,202.48333333333332,3.374722222222222
"Manitowoc, Manitowoc County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,130200,130.2,80.90628000000001,4755,79.25,1.3208333333333333
"Marathon County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,293909,293.909,182.63505260000002,10286,171.43333333333334,2.857222222222222
"Marinette County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,289616,289.616,179.96738240000002,10119,168.65,2.8108333333333335
"Marquette County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,187191,187.191,116.3204874,7361,122.68333333333334,2.044722222222222
"Menominee County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,260717,260.717,162.00954380000002,9042,150.7,2.5116666666666667
"Milwaukee County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,4515,4.515,2.8056210000000004,433,7.216666666666667,0.12027777777777778
"Monroe County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,287792,287.792,178.8339488,9696,161.6,2.6933333333333334
"Oconto County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,227737,227.737,141.5157718,7605,126.75,2.1125
"Oneida County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,394976,394.976,245.4380864,13359,222.65,3.7108333333333334
"Outagamie County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,192840,192.84,119.830776,6762,112.7,1.8783333333333334
"Port Washington, Ozaukee County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,43587,43.587,27.084961800000002,1859,30.983333333333334,0.5163888888888889
"Pepin County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,424460,424.46,263.75944400000003,14610,243.5,4.058333333333334
"Pierce County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,491577,491.577,305.46594780000004,16093,268.21666666666664,4.470277777777778
"Polk County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,514992,514.992,320.0160288,17269,287.81666666666666,4.796944444444445
"Portage County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,236992,236.992,147.2668288,8115,135.25,2.254166666666667
"Price County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,443220,443.22,275.41690800000003,15592,259.8666666666667,4.331111111111111
"Racine, Racine County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,49233,49.233,30.5933862,2546,42.43333333333333,0.7072222222222222
"Richland County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,231633,231.633,143.93674620000002,9194,153.23333333333332,2.553888888888889
"Rock County, Wisconsin",Planned Parenthood - Milwaukee-Wisconsin Avenue Health Center,128670,128.67,79.955538,4628,77.13333333333334,1.2855555555555556
